x_inc,y_inc,time
305.0,3.0,1508224145457
304.0,4.0,1508224145483
304.0,4.0,1508224145504
304.0,3.0,1508224145519
304.0,3.0,1508224145551
303.0,3.0,1508224145574
302.0,3.0,1508224145605
303.0,4.0,1508224145631
303.0,4.0,1508224145653
302.0,3.0,1508224145692
302.0,4.0,1508224145713
302.0,3.0,1508224145734
303.0,4.0,1508224145760
304.0,3.0,1508224145781
304.0,4.0,1508224145803
304.0,3.0,1508224145824
304.0,5.0,1508224145850
302.0,4.0,1508224145871
301.0,4.0,1508224145907
302.0,4.0,1508224145928
301.0,4.0,1508224145975
300.0,5.0,1508224146002
301.0,4.0,1508224146033
302.0,3.0,1508224146065
301.0,3.0,1508224146092
300.0,4.0,1508224146118
301.0,4.0,1508224146151
300.0,4.0,1508224146184
301.0,5.0,1508224146207
301.0,5.0,1508224146233
301.0,5.0,1508224146255
301.0,3.0,1508224146291
300.0,4.0,1508224146307
301.0,2.0,1508224146348
301.0,3.0,1508224146369
302.0,4.0,1508224146406
302.0,3.0,1508224146433
301.0,4.0,1508224146460
302.0,3.0,1508224146487
302.0,4.0,1508224146530
301.0,2.0,1508224146563
301.0,4.0,1508224146594
302.0,3.0,1508224146615
302.0,3.0,1508224146646
302.0,3.0,1508224146675
302.0,3.0,1508224146702
302.0,3.0,1508224146728
302.0,4.0,1508224146758
300.0,5.0,1508224146783
298.0,6.0,1508224146810
300.0,6.0,1508224146849
301.0,5.0,1508224146870
299.0,5.0,1508224146908
301.0,6.0,1508224146934
302.0,4.0,1508224146972
301.0,4.0,1508224147008
300.0,3.0,1508224147035
298.0,3.0,1508224147067
295.0,359.0,1508224147094
292.0,355.0,1508224147120
289.0,6.0,1508224147151
294.0,5.0,1508224147183
308.0,4.0,1508224147205
315.0,9.0,1508224147231
320.0,16.0,1508224147270
320.0,13.0,1508224147291
323.0,7.0,1508224147312
326.0,9.0,1508224147345
329.0,14.0,1508224147371
329.0,21.0,1508224147402
326.0,21.0,1508224147430
324.0,24.0,1508224147458
326.0,29.0,1508224147484
325.0,20.0,1508224147505
328.0,10.0,1508224147531
328.0,11.0,1508224147553
326.0,15.0,1508224147574
325.0,15.0,1508224147600
326.0,10.0,1508224147621
326.0,7.0,1508224147653
326.0,14.0,1508224147674
327.0,18.0,1508224147706
322.0,21.0,1508224147756
309.0,30.0,1508224147777
309.0,27.0,1508224147797
323.0,11.0,1508224147824
330.0,6.0,1508224147848
337.0,21.0,1508224147880
332.0,40.0,1508224147925
317.0,27.0,1508224147957
319.0,1.0,1508224147983
328.0,9.0,1508224148016
329.0,18.0,1508224148047
326.0,8.0,1508224148078
331.0,5.0,1508224148110
332.0,10.0,1508224148153
328.0,8.0,1508224148180
329.0,7.0,1508224148211
332.0,9.0,1508224148238
329.0,7.0,1508224148258
328.0,13.0,1508224148284
330.0,16.0,1508224148311
331.0,14.0,1508224148332
331.0,11.0,1508224148369
331.0,11.0,1508224148396
327.0,14.0,1508224148422
326.0,15.0,1508224148448
327.0,19.0,1508224148484
326.0,16.0,1508224148505
326.0,15.0,1508224148531
326.0,14.0,1508224148557
327.0,16.0,1508224148599
328.0,15.0,1508224148630
328.0,15.0,1508224148664
329.0,14.0,1508224148692
329.0,12.0,1508224148718
330.0,11.0,1508224148739
331.0,12.0,1508224148760
331.0,15.0,1508224148787
330.0,18.0,1508224148808
331.0,20.0,1508224148830
332.0,20.0,1508224148862
331.0,19.0,1508224148893
331.0,18.0,1508224148925
333.0,17.0,1508224148973
334.0,15.0,1508224149005
333.0,12.0,1508224149032
331.0,12.0,1508224149065
330.0,13.0,1508224149095
330.0,12.0,1508224149137
330.0,8.0,1508224149163
328.0,5.0,1508224149198
328.0,5.0,1508224149224
331.0,4.0,1508224149255
335.0,3.0,1508224149282
331.0,2.0,1508224149308
331.0,8.0,1508224149349
333.0,7.0,1508224149375
338.0,12.0,1508224149396
338.0,9.0,1508224149417
336.0,7.0,1508224149437
335.0,4.0,1508224149458
332.0,1.0,1508224149479
332.0,3.0,1508224149505
332.0,5.0,1508224149532
327.0,5.0,1508224149553
330.0,7.0,1508224149580
329.0,0.0,1508224149612
328.0,357.0,1508224149638
328.0,356.0,1508224149669
328.0,355.0,1508224149691
331.0,349.0,1508224149711
330.0,350.0,1508224149743
329.0,359.0,1508224149769
324.0,357.0,1508224149796
323.0,4.0,1508224149828
326.0,358.0,1508224149854
329.0,356.0,1508224149892
326.0,356.0,1508224149913
326.0,357.0,1508224149945
326.0,356.0,1508224149968
329.0,354.0,1508224150005
329.0,356.0,1508224150038
329.0,357.0,1508224150060
329.0,357.0,1508224150094
330.0,357.0,1508224150122
329.0,358.0,1508224150143
328.0,359.0,1508224150170
327.0,358.0,1508224150197
327.0,357.0,1508224150223
328.0,359.0,1508224150260
328.0,358.0,1508224150281
328.0,358.0,1508224150312
327.0,1.0,1508224150354
325.0,3.0,1508224150386
326.0,2.0,1508224150412
326.0,3.0,1508224150439
325.0,1.0,1508224150481
325.0,0.0,1508224150507
327.0,359.0,1508224150528
327.0,359.0,1508224150560
330.0,0.0,1508224150591
330.0,358.0,1508224150617
329.0,357.0,1508224150643
330.0,358.0,1508224150677
330.0,359.0,1508224150703
330.0,359.0,1508224150729
329.0,359.0,1508224150761
330.0,0.0,1508224150781
330.0,0.0,1508224150830
331.0,359.0,1508224150857
331.0,359.0,1508224150878
331.0,0.0,1508224150905
331.0,0.0,1508224150931
331.0,359.0,1508224150962
330.0,1.0,1508224150999
329.0,1.0,1508224151017
328.0,1.0,1508224151048
328.0,2.0,1508224151094
329.0,1.0,1508224151120
329.0,2.0,1508224151162
329.0,2.0,1508224151196
329.0,2.0,1508224151217
329.0,0.0,1508224151244
329.0,2.0,1508224151286
328.0,2.0,1508224151322
327.0,0.0,1508224151349
326.0,2.0,1508224151380
326.0,3.0,1508224151407
324.0,3.0,1508224151448
328.0,2.0,1508224151485
329.0,1.0,1508224151511
327.0,0.0,1508224151542
327.0,1.0,1508224151576
327.0,2.0,1508224151607
328.0,0.0,1508224151646
328.0,0.0,1508224151674
327.0,0.0,1508224151695
328.0,1.0,1508224151726
328.0,1.0,1508224151759
328.0,1.0,1508224151793
327.0,1.0,1508224151814
328.0,1.0,1508224151837
327.0,2.0,1508224151858
327.0,1.0,1508224151885
327.0,3.0,1508224151906
326.0,4.0,1508224151933
326.0,4.0,1508224151955
326.0,4.0,1508224151971
327.0,3.0,1508224152000
327.0,2.0,1508224152019
328.0,2.0,1508224152040
327.0,3.0,1508224152061
327.0,3.0,1508224152083
325.0,3.0,1508224152104
326.0,3.0,1508224152130
327.0,2.0,1508224152162
328.0,2.0,1508224152183
328.0,2.0,1508224152210
326.0,2.0,1508224152237
326.0,2.0,1508224152263
327.0,2.0,1508224152297
327.0,3.0,1508224152331
328.0,2.0,1508224152373
326.0,4.0,1508224152410
324.0,5.0,1508224152432
326.0,4.0,1508224152469
327.0,2.0,1508224152495
327.0,3.0,1508224152526
327.0,4.0,1508224152565
327.0,2.0,1508224152596
328.0,1.0,1508224152617
328.0,1.0,1508224152638
328.0,3.0,1508224152664
327.0,3.0,1508224152686
328.0,2.0,1508224152707
328.0,3.0,1508224152733
328.0,2.0,1508224152765
327.0,2.0,1508224152789
326.0,3.0,1508224152815
326.0,4.0,1508224152842
326.0,4.0,1508224152863
327.0,4.0,1508224152890
327.0,3.0,1508224152911
327.0,3.0,1508224152932
327.0,3.0,1508224152953
327.0,3.0,1508224152979
327.0,3.0,1508224153001
327.0,2.0,1508224153026
327.0,3.0,1508224153050
326.0,2.0,1508224153076
327.0,2.0,1508224153103
327.0,2.0,1508224153129
327.0,2.0,1508224153158
327.0,3.0,1508224153185
327.0,3.0,1508224153212
327.0,3.0,1508224153244
325.0,5.0,1508224153276
325.0,5.0,1508224153309
327.0,4.0,1508224153346
327.0,3.0,1508224153378
327.0,3.0,1508224153399
327.0,3.0,1508224153419
327.0,3.0,1508224153441
327.0,2.0,1508224153462
328.0,3.0,1508224153485
327.0,3.0,1508224153511
327.0,2.0,1508224153538
327.0,2.0,1508224153565
327.0,2.0,1508224153596
326.0,3.0,1508224153627
326.0,4.0,1508224153653
327.0,3.0,1508224153684
326.0,3.0,1508224153705
326.0,3.0,1508224153726
327.0,3.0,1508224153752
327.0,2.0,1508224153785
327.0,2.0,1508224153806
326.0,3.0,1508224153826
326.0,5.0,1508224153858
326.0,5.0,1508224153895
326.0,3.0,1508224153916
327.0,2.0,1508224153947
328.0,1.0,1508224153968
328.0,1.0,1508224154004
329.0,2.0,1508224154046
328.0,2.0,1508224154074
327.0,3.0,1508224154111
327.0,2.0,1508224154142
326.0,2.0,1508224154168
326.0,3.0,1508224154194
326.0,3.0,1508224154225
327.0,2.0,1508224154253
327.0,2.0,1508224154290
327.0,1.0,1508224154337
327.0,2.0,1508224154363
326.0,1.0,1508224154397
327.0,2.0,1508224154428
328.0,1.0,1508224154470
327.0,2.0,1508224154506
327.0,2.0,1508224154537
327.0,2.0,1508224154564
327.0,2.0,1508224154590
327.0,3.0,1508224154618
327.0,2.0,1508224154649
327.0,2.0,1508224154670
326.0,3.0,1508224154703
327.0,2.0,1508224154730
327.0,1.0,1508224154756
327.0,2.0,1508224154783
327.0,1.0,1508224154804
328.0,1.0,1508224154830
328.0,1.0,1508224154852
326.0,3.0,1508224154885
327.0,3.0,1508224154907
327.0,2.0,1508224154944
327.0,3.0,1508224154977
327.0,3.0,1508224155003
326.0,3.0,1508224155031
327.0,2.0,1508224155070
327.0,2.0,1508224155093
327.0,2.0,1508224155119
327.0,2.0,1508224155140
327.0,2.0,1508224155168
327.0,2.0,1508224155195
327.0,2.0,1508224155222
327.0,3.0,1508224155248
327.0,3.0,1508224155274
327.0,3.0,1508224155301
327.0,3.0,1508224155322
327.0,2.0,1508224155348
327.0,2.0,1508224155374
327.0,2.0,1508224155412
326.0,3.0,1508224155448
327.0,3.0,1508224155474
327.0,3.0,1508224155496
327.0,2.0,1508224155522
327.0,3.0,1508224155543
327.0,2.0,1508224155563
327.0,2.0,1508224155591
327.0,2.0,1508224155612
327.0,2.0,1508224155632
327.0,2.0,1508224155659
327.0,2.0,1508224155675
327.0,2.0,1508224155702
327.0,2.0,1508224155733
327.0,2.0,1508224155759
327.0,3.0,1508224155788
327.0,2.0,1508224155824
327.0,2.0,1508224155850
326.0,3.0,1508224155895
327.0,2.0,1508224155927
327.0,2.0,1508224155953
327.0,2.0,1508224155996
327.0,2.0,1508224156017
327.0,1.0,1508224156049
327.0,2.0,1508224156086
327.0,2.0,1508224156112
327.0,2.0,1508224156150
327.0,2.0,1508224156183
327.0,2.0,1508224156228
327.0,2.0,1508224156259
327.0,2.0,1508224156297
327.0,2.0,1508224156328
327.0,2.0,1508224156355
326.0,2.0,1508224156397
327.0,2.0,1508224156424
327.0,2.0,1508224156450
327.0,2.0,1508224156481
328.0,2.0,1508224156513
328.0,3.0,1508224156550
328.0,2.0,1508224156581
327.0,3.0,1508224156612
328.0,2.0,1508224156649
327.0,2.0,1508224156675
327.0,2.0,1508224156706
327.0,3.0,1508224156732
327.0,2.0,1508224156766
327.0,2.0,1508224156800
328.0,3.0,1508224156831
328.0,2.0,1508224156863
327.0,2.0,1508224156889
327.0,2.0,1508224156920
327.0,2.0,1508224156962
327.0,2.0,1508224156983
327.0,2.0,1508224157004
327.0,3.0,1508224157030
328.0,2.0,1508224157051
328.0,2.0,1508224157082
327.0,2.0,1508224157103
327.0,3.0,1508224157123
327.0,2.0,1508224157144
327.0,2.0,1508224157171
327.0,2.0,1508224157191
327.0,3.0,1508224157213
327.0,3.0,1508224157238
327.0,3.0,1508224157270
328.0,2.0,1508224157304
327.0,3.0,1508224157335
327.0,2.0,1508224157378
327.0,3.0,1508224157412
327.0,2.0,1508224157443
327.0,2.0,1508224157475
327.0,2.0,1508224157508
328.0,2.0,1508224157540
328.0,3.0,1508224157571
327.0,2.0,1508224157597
327.0,3.0,1508224157629
328.0,2.0,1508224157655
328.0,3.0,1508224157689
328.0,2.0,1508224157721
328.0,2.0,1508224157758
328.0,2.0,1508224157790
329.0,2.0,1508224157818
328.0,2.0,1508224157844
328.0,3.0,1508224157881
328.0,2.0,1508224157913
328.0,2.0,1508224157939
328.0,3.0,1508224157971
328.0,3.0,1508224157999
327.0,2.0,1508224158020
328.0,3.0,1508224158046
328.0,2.0,1508224158067
329.0,2.0,1508224158104
329.0,2.0,1508224158129
328.0,2.0,1508224158165
328.0,3.0,1508224158198
328.0,3.0,1508224158225
328.0,2.0,1508224158256
328.0,2.0,1508224158282
328.0,3.0,1508224158316
328.0,2.0,1508224158343
328.0,2.0,1508224158370
328.0,2.0,1508224158406
327.0,2.0,1508224158432
328.0,3.0,1508224158464
329.0,3.0,1508224158498
329.0,3.0,1508224158525
328.0,2.0,1508224158551
328.0,2.0,1508224158578
328.0,2.0,1508224158614
328.0,3.0,1508224158640
328.0,2.0,1508224158666
328.0,2.0,1508224158698
328.0,2.0,1508224158720
329.0,2.0,1508224158747
328.0,2.0,1508224158790
328.0,3.0,1508224158822
328.0,2.0,1508224158848
328.0,3.0,1508224158890
328.0,2.0,1508224158921
328.0,2.0,1508224158948
328.0,2.0,1508224158979
328.0,2.0,1508224159012
329.0,2.0,1508224159044
329.0,2.0,1508224159086
328.0,2.0,1508224159117
328.0,2.0,1508224159148
328.0,2.0,1508224159175
328.0,3.0,1508224159202
328.0,3.0,1508224159234
328.0,2.0,1508224159266
328.0,3.0,1508224159298
328.0,2.0,1508224159332
328.0,3.0,1508224159358
328.0,2.0,1508224159385
328.0,3.0,1508224159418
329.0,2.0,1508224159444
328.0,2.0,1508224159480
328.0,2.0,1508224159509
328.0,3.0,1508224159536
328.0,3.0,1508224159564
328.0,3.0,1508224159591
328.0,2.0,1508224159612
329.0,3.0,1508224159638
328.0,2.0,1508224159665
328.0,2.0,1508224159691
329.0,3.0,1508224159713
328.0,2.0,1508224159739
329.0,2.0,1508224159765
329.0,3.0,1508224159791
328.0,2.0,1508224159828
328.0,3.0,1508224159864
328.0,3.0,1508224159892
329.0,2.0,1508224159935
329.0,3.0,1508224159956
328.0,2.0,1508224159982
329.0,2.0,1508224160018
329.0,2.0,1508224160044
329.0,2.0,1508224160070
328.0,3.0,1508224160121
328.0,2.0,1508224160152
328.0,3.0,1508224160178
328.0,3.0,1508224160204
328.0,2.0,1508224160226
328.0,3.0,1508224160257
328.0,3.0,1508224160294
328.0,3.0,1508224160315
328.0,3.0,1508224160341
328.0,3.0,1508224160377
328.0,3.0,1508224160403
327.0,3.0,1508224160429
328.0,3.0,1508224160455
328.0,2.0,1508224160480
329.0,1.0,1508224160512
329.0,4.0,1508224160532
327.0,2.0,1508224160558
329.0,3.0,1508224160584
329.0,2.0,1508224160605
327.0,2.0,1508224160631
328.0,3.0,1508224160652
328.0,3.0,1508224160685
329.0,3.0,1508224160718
328.0,2.0,1508224160744
328.0,3.0,1508224160778
328.0,3.0,1508224160806
328.0,2.0,1508224160837
329.0,2.0,1508224160868
328.0,3.0,1508224160904
328.0,2.0,1508224160940
328.0,3.0,1508224160984
328.0,3.0,1508224161007
328.0,3.0,1508224161038
328.0,3.0,1508224161074
328.0,2.0,1508224161100
329.0,3.0,1508224161131
328.0,2.0,1508224161175
328.0,3.0,1508224161206
328.0,1.0,1508224161232
328.0,3.0,1508224161259
328.0,3.0,1508224161286
328.0,2.0,1508224161317
329.0,3.0,1508224161344
328.0,3.0,1508224161365
327.0,3.0,1508224161385
327.0,3.0,1508224161417
328.0,3.0,1508224161443
328.0,3.0,1508224161464
328.0,2.0,1508224161490
328.0,2.0,1508224161517
328.0,2.0,1508224161543
328.0,3.0,1508224161570
328.0,3.0,1508224161591
328.0,3.0,1508224161623
328.0,2.0,1508224161649
327.0,4.0,1508224161670
326.0,6.0,1508224161696
329.0,5.0,1508224161716
329.0,357.0,1508224161737
330.0,354.0,1508224161757
330.0,358.0,1508224161789
330.0,353.0,1508224161821
332.0,358.0,1508224161842
326.0,357.0,1508224161879
324.0,355.0,1508224161910
327.0,357.0,1508224161946
322.0,359.0,1508224161983
326.0,354.0,1508224162014
328.0,350.0,1508224162045
330.0,347.0,1508224162083
321.0,354.0,1508224162104
324.0,355.0,1508224162120
326.0,350.0,1508224162146
329.0,353.0,1508224162166
329.0,355.0,1508224162198
326.0,354.0,1508224162224
326.0,357.0,1508224162244
326.0,354.0,1508224162265
325.0,352.0,1508224162286
325.0,352.0,1508224162311
325.0,354.0,1508224162335
326.0,355.0,1508224162356
326.0,353.0,1508224162378
327.0,352.0,1508224162398
327.0,352.0,1508224162424
326.0,353.0,1508224162455
326.0,354.0,1508224162493
326.0,354.0,1508224162519
325.0,353.0,1508224162556
324.0,353.0,1508224162593
325.0,354.0,1508224162614
325.0,353.0,1508224162630
325.0,352.0,1508224162662
326.0,352.0,1508224162683
326.0,352.0,1508224162710
326.0,356.0,1508224162741
323.0,4.0,1508224162768
320.0,4.0,1508224162795
324.0,2.0,1508224162821
325.0,3.0,1508224162847
321.0,4.0,1508224162879
321.0,4.0,1508224162896
324.0,1.0,1508224162941
324.0,0.0,1508224162978
325.0,358.0,1508224163009
325.0,358.0,1508224163046
323.0,359.0,1508224163076
324.0,0.0,1508224163108
324.0,0.0,1508224163123
324.0,359.0,1508224163149
324.0,0.0,1508224163180
323.0,1.0,1508224163211
324.0,1.0,1508224163237
324.0,0.0,1508224163263
324.0,0.0,1508224163300
324.0,359.0,1508224163326
324.0,359.0,1508224163379
325.0,0.0,1508224163417
325.0,0.0,1508224163460
324.0,1.0,1508224163509
323.0,2.0,1508224163536
323.0,2.0,1508224163567
323.0,2.0,1508224163594
324.0,2.0,1508224163632
325.0,0.0,1508224163660
325.0,0.0,1508224163688
324.0,1.0,1508224163726
325.0,0.0,1508224163757
325.0,0.0,1508224163789
324.0,1.0,1508224163810
324.0,1.0,1508224163832
325.0,1.0,1508224163858
325.0,1.0,1508224163885
325.0,1.0,1508224163911
324.0,0.0,1508224163949
324.0,0.0,1508224163981
324.0,0.0,1508224164008
325.0,0.0,1508224164042
324.0,2.0,1508224164069
324.0,3.0,1508224164101
324.0,3.0,1508224164128
327.0,1.0,1508224164155
325.0,2.0,1508224164192
324.0,1.0,1508224164229
325.0,1.0,1508224164255
325.0,1.0,1508224164298
325.0,1.0,1508224164331
325.0,1.0,1508224164362
326.0,1.0,1508224164394
326.0,1.0,1508224164431
323.0,2.0,1508224164462
322.0,2.0,1508224164489
324.0,1.0,1508224164517
326.0,2.0,1508224164549
325.0,0.0,1508224164585
324.0,0.0,1508224164606
325.0,1.0,1508224164638
324.0,2.0,1508224164664
324.0,2.0,1508224164690
325.0,2.0,1508224164717
325.0,2.0,1508224164739
325.0,1.0,1508224164768
324.0,2.0,1508224164800
324.0,2.0,1508224164832
324.0,1.0,1508224164852
325.0,1.0,1508224164878
325.0,1.0,1508224164905
325.0,1.0,1508224164938
325.0,1.0,1508224164974
325.0,0.0,1508224165012
324.0,1.0,1508224165037
324.0,1.0,1508224165069
325.0,1.0,1508224165096
324.0,2.0,1508224165135
325.0,2.0,1508224165169
325.0,1.0,1508224165201
324.0,2.0,1508224165234
324.0,2.0,1508224165259
325.0,1.0,1508224165291
324.0,1.0,1508224165317
325.0,1.0,1508224165344
325.0,1.0,1508224165382
325.0,1.0,1508224165415
324.0,2.0,1508224165447
325.0,2.0,1508224165473
325.0,1.0,1508224165511
325.0,2.0,1508224165542
324.0,2.0,1508224165568
325.0,2.0,1508224165600
325.0,1.0,1508224165627
325.0,1.0,1508224165664
325.0,2.0,1508224165702
325.0,2.0,1508224165742
325.0,2.0,1508224165768
325.0,2.0,1508224165795
325.0,3.0,1508224165828
324.0,4.0,1508224165855
325.0,5.0,1508224165881
325.0,4.0,1508224165908
325.0,3.0,1508224165944
324.0,3.0,1508224165976
326.0,2.0,1508224166023
328.0,0.0,1508224166059
328.0,4.0,1508224166091
332.0,7.0,1508224166135
333.0,6.0,1508224166162
336.0,5.0,1508224166189
335.0,2.0,1508224166221
334.0,2.0,1508224166253
333.0,3.0,1508224166289
331.0,4.0,1508224166315
332.0,3.0,1508224166347
331.0,2.0,1508224166379
334.0,4.0,1508224166433
333.0,6.0,1508224166476
333.0,5.0,1508224166502
334.0,6.0,1508224166533
334.0,6.0,1508224166577
333.0,7.0,1508224166613
334.0,7.0,1508224166645
334.0,5.0,1508224166676
332.0,6.0,1508224166720
332.0,6.0,1508224166756
332.0,5.0,1508224166781
332.0,5.0,1508224166808
332.0,5.0,1508224166835
332.0,7.0,1508224166866
331.0,7.0,1508224166892
332.0,6.0,1508224166914
333.0,5.0,1508224166941
334.0,5.0,1508224166963
333.0,6.0,1508224166984
332.0,6.0,1508224167011
331.0,5.0,1508224167043
331.0,4.0,1508224167063
332.0,4.0,1508224167089
332.0,4.0,1508224167116
331.0,4.0,1508224167142
332.0,4.0,1508224167169
333.0,3.0,1508224167190
333.0,3.0,1508224167221
332.0,3.0,1508224167242
332.0,3.0,1508224167262
332.0,3.0,1508224167288
331.0,4.0,1508224167314
331.0,4.0,1508224167347
331.0,3.0,1508224167373
331.0,4.0,1508224167413
331.0,4.0,1508224167446
332.0,3.0,1508224167478
332.0,4.0,1508224167514
331.0,4.0,1508224167542
330.0,4.0,1508224167568
330.0,4.0,1508224167594
331.0,3.0,1508224167626
331.0,4.0,1508224167653
331.0,3.0,1508224167678
330.0,4.0,1508224167704
329.0,5.0,1508224167725
328.0,5.0,1508224167747
330.0,4.0,1508224167768
329.0,4.0,1508224167789
328.0,4.0,1508224167814
329.0,5.0,1508224167836
329.0,4.0,1508224167857
330.0,3.0,1508224167878
330.0,3.0,1508224167904
330.0,3.0,1508224167924
330.0,3.0,1508224167945
330.0,3.0,1508224167971
330.0,2.0,1508224168001
330.0,2.0,1508224168024
330.0,2.0,1508224168050
329.0,3.0,1508224168075
331.0,3.0,1508224168103
331.0,3.0,1508224168124
329.0,2.0,1508224168145
327.0,2.0,1508224168165
327.0,3.0,1508224168191
327.0,2.0,1508224168220
327.0,2.0,1508224168240
327.0,2.0,1508224168261
327.0,2.0,1508224168288
327.0,2.0,1508224168320
328.0,2.0,1508224168346
328.0,2.0,1508224168368
327.0,3.0,1508224168388
327.0,3.0,1508224168426
328.0,2.0,1508224168447
327.0,2.0,1508224168492
328.0,3.0,1508224168513
328.0,2.0,1508224168540
328.0,2.0,1508224168572
328.0,2.0,1508224168593
328.0,3.0,1508224168614
327.0,2.0,1508224168636
326.0,2.0,1508224168660
327.0,4.0,1508224168697
328.0,2.0,1508224168725
328.0,1.0,1508224168746
328.0,2.0,1508224168776
328.0,1.0,1508224168802
328.0,6.0,1508224168823
330.0,3.0,1508224168844
327.0,0.0,1508224168865
328.0,2.0,1508224168887
329.0,3.0,1508224168913
328.0,1.0,1508224168934
328.0,1.0,1508224168961
327.0,2.0,1508224168981
327.0,2.0,1508224169002
328.0,2.0,1508224169028
328.0,2.0,1508224169048
327.0,2.0,1508224169079
327.0,1.0,1508224169102
327.0,2.0,1508224169130
327.0,2.0,1508224169156
328.0,1.0,1508224169178
327.0,2.0,1508224169214
327.0,1.0,1508224169256
328.0,3.0,1508224169303
328.0,0.0,1508224169346
331.0,0.0,1508224169388
331.0,0.0,1508224169432
332.0,359.0,1508224169469
332.0,359.0,1508224169501
333.0,0.0,1508224169527
332.0,359.0,1508224169557
331.0,359.0,1508224169578
332.0,359.0,1508224169605
331.0,359.0,1508224169631
331.0,358.0,1508224169653
331.0,358.0,1508224169679
330.0,5.0,1508224169700
339.0,3.0,1508224169726
337.0,0.0,1508224169755
342.0,1.0,1508224169787
343.0,0.0,1508224169830
343.0,0.0,1508224169869
341.0,0.0,1508224169906
339.0,1.0,1508224169945
337.0,0.0,1508224169971
331.0,359.0,1508224170002
334.0,1.0,1508224170028
335.0,0.0,1508224170055
334.0,359.0,1508224170081
334.0,0.0,1508224170108
333.0,2.0,1508224170139
333.0,358.0,1508224170165
333.0,359.0,1508224170191
330.0,0.0,1508224170212
330.0,0.0,1508224170238
331.0,359.0,1508224170259
333.0,1.0,1508224170284
332.0,1.0,1508224170300
331.0,1.0,1508224170327
332.0,0.0,1508224170362
331.0,0.0,1508224170383
330.0,1.0,1508224170419
330.0,2.0,1508224170453
330.0,1.0,1508224170473
329.0,2.0,1508224170506
329.0,2.0,1508224170533
329.0,2.0,1508224170559
329.0,2.0,1508224170580
328.0,3.0,1508224170602
328.0,3.0,1508224170635
328.0,2.0,1508224170661
328.0,2.0,1508224170688
328.0,4.0,1508224170736
329.0,3.0,1508224170762
329.0,4.0,1508224170788
329.0,2.0,1508224170831
329.0,3.0,1508224170862
329.0,3.0,1508224170904
328.0,2.0,1508224170941
329.0,3.0,1508224170968
329.0,2.0,1508224171000
329.0,3.0,1508224171053
328.0,3.0,1508224171089
328.0,3.0,1508224171116
329.0,3.0,1508224171149
329.0,3.0,1508224171188
328.0,3.0,1508224171236
329.0,2.0,1508224171273
329.0,3.0,1508224171310
329.0,4.0,1508224171350
329.0,5.0,1508224171376
328.0,4.0,1508224171400
328.0,4.0,1508224171427
327.0,4.0,1508224171448
327.0,4.0,1508224171474
327.0,5.0,1508224171505
329.0,2.0,1508224171525
331.0,359.0,1508224171556
332.0,359.0,1508224171582
332.0,0.0,1508224171608
332.0,0.0,1508224171653
330.0,359.0,1508224171684
330.0,359.0,1508224171710
329.0,0.0,1508224171747
330.0,0.0,1508224171778
330.0,0.0,1508224171805
330.0,0.0,1508224171833
330.0,1.0,1508224171865
329.0,1.0,1508224171896
329.0,1.0,1508224171923
329.0,0.0,1508224171955
329.0,359.0,1508224171992
329.0,359.0,1508224172019
329.0,359.0,1508224172053
330.0,359.0,1508224172068
329.0,359.0,1508224172096
328.0,0.0,1508224172134
328.0,0.0,1508224172154
328.0,0.0,1508224172182
328.0,359.0,1508224172220
329.0,1.0,1508224172242
329.0,0.0,1508224172268
329.0,0.0,1508224172300
329.0,359.0,1508224172334
329.0,359.0,1508224172365
329.0,359.0,1508224172396
329.0,359.0,1508224172429
329.0,359.0,1508224172450
329.0,359.0,1508224172476
329.0,359.0,1508224172503
328.0,359.0,1508224172534
328.0,0.0,1508224172573
329.0,0.0,1508224172618
329.0,359.0,1508224172645
329.0,359.0,1508224172670
328.0,359.0,1508224172702
329.0,359.0,1508224172728
329.0,359.0,1508224172754
329.0,359.0,1508224172785
329.0,0.0,1508224172812
328.0,0.0,1508224172833
328.0,358.0,1508224172860
328.0,358.0,1508224172891
328.0,359.0,1508224172928
328.0,359.0,1508224172963
328.0,0.0,1508224172989
329.0,359.0,1508224173021
329.0,359.0,1508224173049
328.0,0.0,1508224173075
328.0,359.0,1508224173107
327.0,0.0,1508224173128
327.0,0.0,1508224173156
327.0,0.0,1508224173182
327.0,0.0,1508224173209
327.0,359.0,1508224173240
328.0,358.0,1508224173266
328.0,359.0,1508224173293
328.0,359.0,1508224173325
328.0,358.0,1508224173351
328.0,358.0,1508224173378
328.0,359.0,1508224173399
328.0,359.0,1508224173431
328.0,359.0,1508224173457
328.0,0.0,1508224173487
327.0,0.0,1508224173519
327.0,359.0,1508224173546
327.0,359.0,1508224173567
328.0,358.0,1508224173587
328.0,358.0,1508224173608
328.0,358.0,1508224173642
329.0,358.0,1508224173668
329.0,358.0,1508224173694
328.0,358.0,1508224173721
328.0,359.0,1508224173747
328.0,359.0,1508224173774
328.0,359.0,1508224173811
327.0,359.0,1508224173850
328.0,359.0,1508224173887
328.0,358.0,1508224173913
329.0,358.0,1508224173950
329.0,358.0,1508224173994
328.0,358.0,1508224174025
328.0,358.0,1508224174054
329.0,358.0,1508224174091
328.0,359.0,1508224174112
328.0,359.0,1508224174145
328.0,359.0,1508224174177
327.0,358.0,1508224174210
328.0,359.0,1508224174232
328.0,359.0,1508224174253
328.0,359.0,1508224174279
328.0,358.0,1508224174300
