x_inc,y_inc,time
326.0,359.0,1508224053048
326.0,0.0,1508224053069
325.0,359.0,1508224053090
326.0,359.0,1508224053116
326.0,0.0,1508224053142
327.0,1.0,1508224053175
327.0,358.0,1508224053196
327.0,358.0,1508224053219
327.0,1.0,1508224053239
326.0,359.0,1508224053267
326.0,359.0,1508224053294
326.0,0.0,1508224053314
325.0,1.0,1508224053335
326.0,1.0,1508224053361
326.0,0.0,1508224053376
325.0,359.0,1508224053393
326.0,359.0,1508224053408
327.0,0.0,1508224053435
327.0,0.0,1508224053456
326.0,359.0,1508224053484
326.0,0.0,1508224053510
326.0,0.0,1508224053531
326.0,0.0,1508224053563
326.0,359.0,1508224053585
327.0,0.0,1508224053605
326.0,0.0,1508224053637
326.0,1.0,1508224053662
327.0,0.0,1508224053684
327.0,0.0,1508224053710
326.0,359.0,1508224053749
325.0,359.0,1508224053776
325.0,0.0,1508224053806
326.0,1.0,1508224053832
326.0,0.0,1508224053848
327.0,0.0,1508224053868
327.0,0.0,1508224053889
326.0,0.0,1508224053909
326.0,0.0,1508224053925
326.0,0.0,1508224053946
325.0,1.0,1508224053984
326.0,1.0,1508224054010
327.0,0.0,1508224054047
327.0,359.0,1508224054068
327.0,359.0,1508224054090
325.0,359.0,1508224054105
325.0,0.0,1508224054126
326.0,1.0,1508224054158
326.0,1.0,1508224054179
327.0,1.0,1508224054205
327.0,1.0,1508224054231
326.0,359.0,1508224054252
326.0,359.0,1508224054285
327.0,0.0,1508224054306
326.0,0.0,1508224054328
326.0,1.0,1508224054359
326.0,1.0,1508224054380
325.0,0.0,1508224054420
325.0,1.0,1508224054445
326.0,1.0,1508224054474
326.0,0.0,1508224054505
327.0,0.0,1508224054521
327.0,359.0,1508224054561
327.0,359.0,1508224054588
327.0,358.0,1508224054608
327.0,359.0,1508224054629
327.0,0.0,1508224054651
327.0,0.0,1508224054677
326.0,1.0,1508224054698
326.0,2.0,1508224054719
327.0,1.0,1508224054746
326.0,1.0,1508224054777
326.0,1.0,1508224054808
326.0,1.0,1508224054834
327.0,1.0,1508224054865
328.0,0.0,1508224054891
327.0,359.0,1508224054912
327.0,359.0,1508224054928
326.0,3.0,1508224054953
327.0,2.0,1508224054985
328.0,1.0,1508224055006
328.0,1.0,1508224055053
326.0,1.0,1508224055079
327.0,2.0,1508224055095
328.0,2.0,1508224055115
328.0,1.0,1508224055131
327.0,1.0,1508224055164
327.0,2.0,1508224055186
326.0,1.0,1508224055207
327.0,0.0,1508224055240
327.0,0.0,1508224055262
327.0,1.0,1508224055289
326.0,1.0,1508224055310
327.0,1.0,1508224055348
327.0,1.0,1508224055374
327.0,0.0,1508224055406
327.0,1.0,1508224055432
326.0,0.0,1508224055464
327.0,2.0,1508224055490
327.0,1.0,1508224055506
328.0,1.0,1508224055528
328.0,1.0,1508224055549
327.0,2.0,1508224055575
327.0,2.0,1508224055590
328.0,2.0,1508224055611
327.0,2.0,1508224055627
327.0,1.0,1508224055654
327.0,1.0,1508224055680
326.0,1.0,1508224055707
326.0,1.0,1508224055733
327.0,359.0,1508224055764
327.0,1.0,1508224055808
327.0,2.0,1508224055829
328.0,2.0,1508224055872
327.0,3.0,1508224055896
327.0,4.0,1508224055922
327.0,4.0,1508224055954
327.0,3.0,1508224056004
327.0,3.0,1508224056024
328.0,3.0,1508224056051
327.0,2.0,1508224056078
327.0,2.0,1508224056100
327.0,2.0,1508224056126
327.0,2.0,1508224056152
328.0,2.0,1508224056184
327.0,2.0,1508224056199
327.0,2.0,1508224056226
327.0,2.0,1508224056248
327.0,2.0,1508224056293
328.0,3.0,1508224056324
327.0,4.0,1508224056352
328.0,3.0,1508224056378
328.0,2.0,1508224056400
327.0,3.0,1508224056421
326.0,2.0,1508224056448
326.0,1.0,1508224056470
327.0,1.0,1508224056508
327.0,1.0,1508224056529
327.0,1.0,1508224056561
327.0,3.0,1508224056598
326.0,2.0,1508224056619
327.0,2.0,1508224056645
327.0,2.0,1508224056672
327.0,2.0,1508224056699
327.0,0.0,1508224056725
328.0,0.0,1508224056746
327.0,0.0,1508224056791
327.0,359.0,1508224056806
326.0,0.0,1508224056837
326.0,1.0,1508224056853
329.0,3.0,1508224056879
325.0,359.0,1508224056905
329.0,3.0,1508224056927
329.0,3.0,1508224056942
325.0,359.0,1508224056968
325.0,359.0,1508224056989
326.0,1.0,1508224057004
327.0,2.0,1508224057025
326.0,1.0,1508224057046
327.0,359.0,1508224057062
328.0,0.0,1508224057095
328.0,0.0,1508224057117
327.0,0.0,1508224057143
327.0,1.0,1508224057164
327.0,0.0,1508224057200
327.0,1.0,1508224057221
327.0,1.0,1508224057242
326.0,1.0,1508224057281
326.0,1.0,1508224057302
327.0,1.0,1508224057334
327.0,1.0,1508224057361
327.0,1.0,1508224057393
327.0,1.0,1508224057425
327.0,0.0,1508224057446
327.0,1.0,1508224057472
326.0,0.0,1508224057499
326.0,1.0,1508224057514
326.0,2.0,1508224057541
327.0,1.0,1508224057574
327.0,2.0,1508224057607
327.0,2.0,1508224057633
327.0,1.0,1508224057665
326.0,1.0,1508224057691
326.0,1.0,1508224057722
326.0,1.0,1508224057743
327.0,1.0,1508224057769
327.0,1.0,1508224057795
326.0,2.0,1508224057831
326.0,1.0,1508224057858
326.0,1.0,1508224057890
327.0,2.0,1508224057911
327.0,1.0,1508224057944
327.0,1.0,1508224057965
327.0,1.0,1508224057988
326.0,2.0,1508224058014
326.0,2.0,1508224058046
327.0,2.0,1508224058079
327.0,1.0,1508224058104
326.0,1.0,1508224058120
327.0,2.0,1508224058146
327.0,1.0,1508224058172
327.0,1.0,1508224058200
327.0,1.0,1508224058232
327.0,2.0,1508224058258
327.0,2.0,1508224058295
327.0,1.0,1508224058316
327.0,1.0,1508224058342
327.0,1.0,1508224058363
327.0,2.0,1508224058390
326.0,2.0,1508224058419
326.0,2.0,1508224058456
327.0,2.0,1508224058488
327.0,2.0,1508224058504
327.0,2.0,1508224058520
327.0,1.0,1508224058551
328.0,1.0,1508224058573
327.0,1.0,1508224058606
327.0,1.0,1508224058626
326.0,1.0,1508224058668
327.0,1.0,1508224058687
326.0,1.0,1508224058714
327.0,1.0,1508224058740
327.0,2.0,1508224058766
327.0,1.0,1508224058787
327.0,1.0,1508224058808
327.0,1.0,1508224058833
326.0,2.0,1508224058860
326.0,2.0,1508224058891
327.0,2.0,1508224058913
327.0,2.0,1508224058934
327.0,2.0,1508224058950
327.0,2.0,1508224058971
327.0,1.0,1508224058999
327.0,1.0,1508224059015
326.0,1.0,1508224059040
326.0,1.0,1508224059061
326.0,2.0,1508224059093
327.0,2.0,1508224059119
326.0,2.0,1508224059152
327.0,2.0,1508224059174
327.0,2.0,1508224059195
327.0,1.0,1508224059218
327.0,2.0,1508224059241
326.0,2.0,1508224059267
326.0,1.0,1508224059294
327.0,2.0,1508224059327
327.0,2.0,1508224059350
327.0,2.0,1508224059381
327.0,2.0,1508224059402
326.0,2.0,1508224059425
326.0,1.0,1508224059445
327.0,2.0,1508224059473
327.0,1.0,1508224059492
327.0,2.0,1508224059514
327.0,1.0,1508224059535
327.0,2.0,1508224059556
326.0,1.0,1508224059595
327.0,1.0,1508224059621
326.0,1.0,1508224059647
327.0,1.0,1508224059668
328.0,2.0,1508224059696
325.0,359.0,1508224059712
320.0,1.0,1508224059739
320.0,3.0,1508224059760
321.0,4.0,1508224059794
328.0,2.0,1508224059821
331.0,0.0,1508224059843
332.0,0.0,1508224059863
334.0,359.0,1508224059879
336.0,0.0,1508224059912
336.0,0.0,1508224059928
336.0,0.0,1508224059954
336.0,0.0,1508224059975
335.0,359.0,1508224059996
332.0,358.0,1508224060018
330.0,359.0,1508224060035
330.0,359.0,1508224060056
331.0,359.0,1508224060077
332.0,359.0,1508224060104
332.0,358.0,1508224060124
331.0,359.0,1508224060161
331.0,359.0,1508224060184
331.0,359.0,1508224060206
332.0,0.0,1508224060222
332.0,0.0,1508224060250
331.0,0.0,1508224060271
330.0,0.0,1508224060297
330.0,0.0,1508224060313
330.0,1.0,1508224060334
330.0,1.0,1508224060356
329.0,1.0,1508224060383
329.0,2.0,1508224060404
327.0,2.0,1508224060436
327.0,3.0,1508224060465
328.0,3.0,1508224060494
327.0,2.0,1508224060516
326.0,3.0,1508224060547
326.0,3.0,1508224060563
327.0,2.0,1508224060599
327.0,2.0,1508224060620
327.0,2.0,1508224060640
328.0,1.0,1508224060661
327.0,1.0,1508224060682
326.0,2.0,1508224060707
326.0,2.0,1508224060728
328.0,2.0,1508224060759
328.0,2.0,1508224060785
327.0,2.0,1508224060822
327.0,2.0,1508224060843
327.0,3.0,1508224060858
327.0,2.0,1508224060884
327.0,2.0,1508224060905
327.0,3.0,1508224060931
328.0,3.0,1508224060953
327.0,2.0,1508224060989
327.0,2.0,1508224061021
327.0,2.0,1508224061047
327.0,1.0,1508224061068
327.0,3.0,1508224061089
327.0,2.0,1508224061116
327.0,2.0,1508224061137
327.0,3.0,1508224061164
327.0,2.0,1508224061190
326.0,2.0,1508224061222
326.0,3.0,1508224061243
326.0,3.0,1508224061269
327.0,3.0,1508224061290
327.0,3.0,1508224061322
327.0,3.0,1508224061344
327.0,2.0,1508224061377
327.0,3.0,1508224061408
327.0,2.0,1508224061435
326.0,3.0,1508224061455
326.0,3.0,1508224061477
326.0,3.0,1508224061500
327.0,3.0,1508224061522
326.0,3.0,1508224061549
326.0,4.0,1508224061570
326.0,3.0,1508224061602
327.0,2.0,1508224061618
327.0,3.0,1508224061644
326.0,3.0,1508224061664
326.0,3.0,1508224061685
326.0,3.0,1508224061701
326.0,3.0,1508224061728
326.0,3.0,1508224061760
326.0,2.0,1508224061797
327.0,3.0,1508224061823
327.0,3.0,1508224061845
326.0,3.0,1508224061867
326.0,3.0,1508224061898
327.0,3.0,1508224061922
326.0,3.0,1508224061954
327.0,3.0,1508224061985
327.0,3.0,1508224062003
326.0,3.0,1508224062031
327.0,2.0,1508224062051
326.0,3.0,1508224062067
326.0,4.0,1508224062087
325.0,3.0,1508224062110
326.0,3.0,1508224062131
327.0,3.0,1508224062152
327.0,3.0,1508224062173
327.0,3.0,1508224062199
326.0,3.0,1508224062215
327.0,3.0,1508224062236
327.0,3.0,1508224062257
327.0,3.0,1508224062273
326.0,2.0,1508224062294
326.0,3.0,1508224062321
326.0,3.0,1508224062342
326.0,3.0,1508224062360
326.0,2.0,1508224062386
326.0,4.0,1508224062419
326.0,3.0,1508224062439
326.0,3.0,1508224062477
327.0,3.0,1508224062510
326.0,4.0,1508224062542
326.0,2.0,1508224062563
326.0,2.0,1508224062589
326.0,3.0,1508224062643
326.0,3.0,1508224062669
326.0,3.0,1508224062701
326.0,4.0,1508224062722
326.0,3.0,1508224062754
326.0,3.0,1508224062780
327.0,3.0,1508224062807
326.0,2.0,1508224062828
326.0,3.0,1508224062849
326.0,2.0,1508224062870
326.0,3.0,1508224062892
326.0,3.0,1508224062918
326.0,2.0,1508224062939
326.0,4.0,1508224062965
326.0,4.0,1508224062992
327.0,3.0,1508224063024
326.0,3.0,1508224063045
326.0,3.0,1508224063083
326.0,3.0,1508224063115
326.0,3.0,1508224063136
326.0,4.0,1508224063163
326.0,3.0,1508224063189
327.0,3.0,1508224063217
326.0,3.0,1508224063237
326.0,3.0,1508224063269
326.0,3.0,1508224063295
327.0,3.0,1508224063330
326.0,3.0,1508224063357
326.0,3.0,1508224063383
327.0,3.0,1508224063415
326.0,3.0,1508224063436
326.0,3.0,1508224063472
326.0,3.0,1508224063503
326.0,3.0,1508224063524
327.0,2.0,1508224063545
326.0,3.0,1508224063565
326.0,4.0,1508224063586
326.0,4.0,1508224063606
327.0,3.0,1508224063638
327.0,3.0,1508224063664
326.0,3.0,1508224063690
326.0,3.0,1508224063711
326.0,3.0,1508224063737
327.0,3.0,1508224063758
327.0,3.0,1508224063795
326.0,3.0,1508224063817
326.0,3.0,1508224063838
327.0,3.0,1508224063865
326.0,3.0,1508224063885
326.0,3.0,1508224063908
326.0,3.0,1508224063934
326.0,3.0,1508224063960
326.0,3.0,1508224063980
326.0,3.0,1508224064011
327.0,3.0,1508224064042
326.0,3.0,1508224064065
326.0,3.0,1508224064086
326.0,3.0,1508224064106
327.0,3.0,1508224064127
326.0,3.0,1508224064148
326.0,3.0,1508224064169
326.0,3.0,1508224064185
326.0,3.0,1508224064206
326.0,3.0,1508224064228
326.0,3.0,1508224064253
327.0,3.0,1508224064280
326.0,3.0,1508224064318
326.0,3.0,1508224064339
326.0,4.0,1508224064360
327.0,2.0,1508224064387
327.0,3.0,1508224064407
326.0,3.0,1508224064428
326.0,3.0,1508224064454
326.0,3.0,1508224064486
327.0,3.0,1508224064512
326.0,3.0,1508224064550
326.0,3.0,1508224064581
326.0,3.0,1508224064617
326.0,3.0,1508224064638
326.0,3.0,1508224064669
327.0,2.0,1508224064707
327.0,2.0,1508224064728
327.0,4.0,1508224064754
326.0,3.0,1508224064781
326.0,3.0,1508224064815
326.0,3.0,1508224064846
326.0,3.0,1508224064861
327.0,3.0,1508224064911
327.0,3.0,1508224064927
327.0,3.0,1508224064947
327.0,3.0,1508224064968
326.0,3.0,1508224064995
326.0,3.0,1508224065027
326.0,3.0,1508224065052
326.0,4.0,1508224065102
327.0,3.0,1508224065132
327.0,3.0,1508224065176
327.0,3.0,1508224065207
327.0,3.0,1508224065228
327.0,3.0,1508224065259
326.0,4.0,1508224065286
327.0,4.0,1508224065318
327.0,3.0,1508224065339
327.0,4.0,1508224065370
326.0,3.0,1508224065402
326.0,3.0,1508224065430
327.0,3.0,1508224065456
327.0,2.0,1508224065477
327.0,3.0,1508224065493
327.0,3.0,1508224065516
326.0,4.0,1508224065543
326.0,4.0,1508224065564
326.0,4.0,1508224065591
326.0,4.0,1508224065618
326.0,4.0,1508224065645
327.0,4.0,1508224065666
326.0,4.0,1508224065693
326.0,4.0,1508224065724
326.0,3.0,1508224065745
326.0,3.0,1508224065772
326.0,3.0,1508224065799
326.0,3.0,1508224065830
325.0,4.0,1508224065851
327.0,5.0,1508224065871
327.0,4.0,1508224065892
328.0,3.0,1508224065922
329.0,4.0,1508224065937
330.0,3.0,1508224065958
327.0,4.0,1508224065979
327.0,3.0,1508224065994
327.0,3.0,1508224066015
328.0,3.0,1508224066037
327.0,4.0,1508224066057
326.0,4.0,1508224066083
326.0,4.0,1508224066099
326.0,3.0,1508224066125
327.0,3.0,1508224066146
328.0,4.0,1508224066167
327.0,4.0,1508224066194
327.0,3.0,1508224066216
327.0,3.0,1508224066242
327.0,3.0,1508224066263
327.0,4.0,1508224066284
326.0,4.0,1508224066311
327.0,4.0,1508224066333
326.0,4.0,1508224066358
326.0,5.0,1508224066380
325.0,4.0,1508224066417
326.0,4.0,1508224066438
326.0,4.0,1508224066465
326.0,4.0,1508224066491
326.0,4.0,1508224066528
327.0,3.0,1508224066543
327.0,3.0,1508224066565
326.0,4.0,1508224066597
326.0,4.0,1508224066628
326.0,4.0,1508224066654
326.0,4.0,1508224066680
326.0,4.0,1508224066707
326.0,4.0,1508224066733
326.0,4.0,1508224066769
326.0,3.0,1508224066795
326.0,3.0,1508224066817
326.0,4.0,1508224066848
326.0,3.0,1508224066869
326.0,4.0,1508224066895
326.0,4.0,1508224066924
326.0,3.0,1508224066945
326.0,4.0,1508224066970
326.0,4.0,1508224066996
327.0,3.0,1508224067017
327.0,3.0,1508224067038
326.0,3.0,1508224067059
326.0,3.0,1508224067085
326.0,3.0,1508224067107
326.0,4.0,1508224067139
325.0,4.0,1508224067167
326.0,4.0,1508224067183
326.0,4.0,1508224067198
327.0,4.0,1508224067219
327.0,4.0,1508224067247
326.0,4.0,1508224067268
326.0,4.0,1508224067312
326.0,3.0,1508224067339
326.0,4.0,1508224067366
326.0,4.0,1508224067387
327.0,3.0,1508224067432
326.0,4.0,1508224067458
326.0,4.0,1508224067484
326.0,4.0,1508224067515
326.0,4.0,1508224067541
326.0,4.0,1508224067562
326.0,4.0,1508224067588
326.0,4.0,1508224067615
326.0,4.0,1508224067642
326.0,4.0,1508224067663
326.0,5.0,1508224067685
326.0,4.0,1508224067715
326.0,4.0,1508224067736
326.0,4.0,1508224067763
326.0,4.0,1508224067784
327.0,4.0,1508224067805
326.0,4.0,1508224067826
326.0,4.0,1508224067846
326.0,4.0,1508224067867
326.0,3.0,1508224067895
325.0,4.0,1508224067921
324.0,4.0,1508224067942
323.0,5.0,1508224067957
328.0,4.0,1508224067983
330.0,2.0,1508224068016
328.0,2.0,1508224068042
328.0,4.0,1508224068069
328.0,2.0,1508224068090
330.0,1.0,1508224068111
333.0,1.0,1508224068147
332.0,1.0,1508224068164
330.0,1.0,1508224068185
330.0,2.0,1508224068206
330.0,1.0,1508224068227
330.0,1.0,1508224068249
330.0,1.0,1508224068270
329.0,2.0,1508224068292
329.0,2.0,1508224068318
328.0,2.0,1508224068350
330.0,2.0,1508224068376
330.0,2.0,1508224068420
329.0,2.0,1508224068446
329.0,3.0,1508224068467
330.0,2.0,1508224068493
329.0,2.0,1508224068529
328.0,3.0,1508224068550
328.0,3.0,1508224068570
329.0,3.0,1508224068596
330.0,2.0,1508224068618
330.0,2.0,1508224068650
329.0,3.0,1508224068676
329.0,3.0,1508224068707
329.0,2.0,1508224068729
329.0,2.0,1508224068755
329.0,3.0,1508224068781
328.0,2.0,1508224068802
329.0,3.0,1508224068835
329.0,3.0,1508224068861
328.0,3.0,1508224068881
328.0,3.0,1508224068903
329.0,2.0,1508224068948
328.0,2.0,1508224068964
329.0,3.0,1508224068990
328.0,3.0,1508224069010
328.0,3.0,1508224069033
329.0,3.0,1508224069064
329.0,3.0,1508224069085
329.0,3.0,1508224069106
328.0,3.0,1508224069126
328.0,3.0,1508224069142
329.0,3.0,1508224069162
329.0,3.0,1508224069178
329.0,2.0,1508224069198
328.0,3.0,1508224069225
328.0,3.0,1508224069248
328.0,3.0,1508224069269
328.0,2.0,1508224069295
328.0,3.0,1508224069332
328.0,3.0,1508224069358
328.0,3.0,1508224069380
328.0,3.0,1508224069413
328.0,3.0,1508224069439
328.0,3.0,1508224069460
328.0,3.0,1508224069481
328.0,3.0,1508224069498
328.0,3.0,1508224069519
328.0,3.0,1508224069551
328.0,3.0,1508224069583
327.0,3.0,1508224069615
328.0,3.0,1508224069641
328.0,3.0,1508224069663
328.0,3.0,1508224069684
328.0,3.0,1508224069705
328.0,3.0,1508224069732
329.0,4.0,1508224069758
328.0,2.0,1508224069784
328.0,3.0,1508224069810
328.0,3.0,1508224069837
328.0,2.0,1508224069858
327.0,3.0,1508224069884
327.0,3.0,1508224069910
328.0,3.0,1508224069942
328.0,3.0,1508224069963
328.0,3.0,1508224069989
327.0,3.0,1508224070022
328.0,3.0,1508224070044
328.0,3.0,1508224070065
327.0,3.0,1508224070091
328.0,2.0,1508224070125
328.0,2.0,1508224070151
329.0,2.0,1508224070189
329.0,2.0,1508224070211
328.0,3.0,1508224070242
327.0,3.0,1508224070269
326.0,4.0,1508224070313
326.0,4.0,1508224070340
327.0,4.0,1508224070383
328.0,3.0,1508224070404
328.0,3.0,1508224070425
328.0,3.0,1508224070452
328.0,3.0,1508224070479
328.0,3.0,1508224070500
328.0,2.0,1508224070526
328.0,2.0,1508224070543
327.0,3.0,1508224070569
327.0,4.0,1508224070590
326.0,3.0,1508224070611
327.0,3.0,1508224070632
328.0,3.0,1508224070663
328.0,3.0,1508224070679
327.0,3.0,1508224070705
327.0,3.0,1508224070736
328.0,4.0,1508224070762
327.0,3.0,1508224070783
327.0,3.0,1508224070799
328.0,4.0,1508224070820
327.0,3.0,1508224070852
327.0,4.0,1508224070867
327.0,3.0,1508224070888
327.0,3.0,1508224070909
328.0,3.0,1508224070938
327.0,4.0,1508224070958
327.0,3.0,1508224070979
327.0,4.0,1508224070995
327.0,4.0,1508224071015
328.0,3.0,1508224071032
327.0,2.0,1508224071047
328.0,3.0,1508224071069
327.0,4.0,1508224071089
327.0,3.0,1508224071111
328.0,3.0,1508224071132
328.0,3.0,1508224071152
327.0,4.0,1508224071173
326.0,3.0,1508224071194
327.0,4.0,1508224071221
327.0,4.0,1508224071238
328.0,3.0,1508224071264
327.0,4.0,1508224071290
327.0,3.0,1508224071345
328.0,3.0,1508224071371
327.0,3.0,1508224071408
327.0,3.0,1508224071430
327.0,4.0,1508224071454
327.0,3.0,1508224071480
327.0,3.0,1508224071508
328.0,3.0,1508224071529
328.0,3.0,1508224071562
327.0,4.0,1508224071584
327.0,3.0,1508224071616
327.0,3.0,1508224071637
326.0,4.0,1508224071659
327.0,4.0,1508224071685
327.0,3.0,1508224071711
327.0,4.0,1508224071745
327.0,3.0,1508224071762
327.0,3.0,1508224071783
327.0,4.0,1508224071810
327.0,4.0,1508224071831
328.0,4.0,1508224071865
327.0,4.0,1508224071891
327.0,3.0,1508224071928
327.0,3.0,1508224071962
327.0,4.0,1508224071995
327.0,3.0,1508224072021
327.0,4.0,1508224072049
327.0,3.0,1508224072065
327.0,3.0,1508224072091
327.0,4.0,1508224072111
327.0,4.0,1508224072133
327.0,4.0,1508224072167
326.0,4.0,1508224072188
326.0,4.0,1508224072214
327.0,4.0,1508224072248
327.0,4.0,1508224072275
327.0,3.0,1508224072296
327.0,3.0,1508224072318
327.0,4.0,1508224072340
326.0,4.0,1508224072366
327.0,3.0,1508224072387
327.0,3.0,1508224072409
327.0,3.0,1508224072440
328.0,2.0,1508224072472
327.0,3.0,1508224072492
327.0,4.0,1508224072513
327.0,4.0,1508224072539
328.0,3.0,1508224072565
328.0,4.0,1508224072586
326.0,5.0,1508224072612
324.0,6.0,1508224072633
325.0,6.0,1508224072654
326.0,5.0,1508224072680
326.0,4.0,1508224072700
327.0,4.0,1508224072727
327.0,4.0,1508224072753
327.0,4.0,1508224072774
327.0,3.0,1508224072805
327.0,3.0,1508224072826
327.0,3.0,1508224072864
327.0,3.0,1508224072890
327.0,3.0,1508224072910
326.0,3.0,1508224072941
326.0,3.0,1508224072962
326.0,5.0,1508224072988
325.0,6.0,1508224073015
325.0,6.0,1508224073044
326.0,4.0,1508224073064
326.0,4.0,1508224073102
325.0,4.0,1508224073133
327.0,2.0,1508224073155
329.0,1.0,1508224073176
330.0,3.0,1508224073202
329.0,4.0,1508224073234
327.0,6.0,1508224073254
327.0,8.0,1508224073285
326.0,7.0,1508224073311
325.0,4.0,1508224073357
324.0,5.0,1508224073383
325.0,5.0,1508224073415
328.0,4.0,1508224073453
330.0,8.0,1508224073474
328.0,357.0,1508224073495
330.0,359.0,1508224073522
332.0,346.0,1508224073544
334.0,344.0,1508224073565
329.0,352.0,1508224073591
325.0,1.0,1508224073617
321.0,5.0,1508224073639
317.0,7.0,1508224073659
317.0,7.0,1508224073681
316.0,7.0,1508224073702
319.0,6.0,1508224073717
321.0,6.0,1508224073739
321.0,6.0,1508224073765
320.0,5.0,1508224073781
317.0,0.0,1508224073813
319.0,357.0,1508224073844
316.0,0.0,1508224073868
319.0,0.0,1508224073899
314.0,358.0,1508224073920
316.0,1.0,1508224073935
315.0,4.0,1508224073956
314.0,5.0,1508224073982
315.0,8.0,1508224074003
315.0,7.0,1508224074029
311.0,5.0,1508224074055
311.0,5.0,1508224074076
313.0,9.0,1508224074091
312.0,15.0,1508224074107
311.0,15.0,1508224074128
311.0,14.0,1508224074149
302.0,8.0,1508224074170
298.0,2.0,1508224074185
300.0,7.0,1508224074201
303.0,10.0,1508224074217
303.0,6.0,1508224074238
299.0,350.0,1508224074254
305.0,353.0,1508224074275
306.0,355.0,1508224074291
306.0,2.0,1508224074306
303.0,7.0,1508224074328
303.0,8.0,1508224074343
303.0,2.0,1508224074373
302.0,0.0,1508224074389
303.0,3.0,1508224074404
305.0,7.0,1508224074426
306.0,7.0,1508224074460
308.0,6.0,1508224074475
310.0,6.0,1508224074491
311.0,9.0,1508224074512
310.0,11.0,1508224074534
309.0,8.0,1508224074551
309.0,5.0,1508224074576
309.0,3.0,1508224074597
307.0,4.0,1508224074629
307.0,3.0,1508224074656
308.0,0.0,1508224074683
308.0,0.0,1508224074704
309.0,0.0,1508224074736
309.0,1.0,1508224074758
310.0,3.0,1508224074785
309.0,359.0,1508224074810
309.0,359.0,1508224074850
309.0,0.0,1508224074887
308.0,0.0,1508224074919
308.0,357.0,1508224074949
307.0,358.0,1508224074981
307.0,359.0,1508224074996
306.0,359.0,1508224075018
305.0,358.0,1508224075043
306.0,358.0,1508224075066
306.0,357.0,1508224075087
306.0,358.0,1508224075113
307.0,358.0,1508224075134
306.0,357.0,1508224075160
301.0,358.0,1508224075186
300.0,1.0,1508224075201
305.0,4.0,1508224075236
305.0,3.0,1508224075264
304.0,2.0,1508224075296
303.0,3.0,1508224075322
304.0,2.0,1508224075349
306.0,1.0,1508224075372
306.0,0.0,1508224075392
306.0,358.0,1508224075425
305.0,359.0,1508224075451
304.0,358.0,1508224075474
305.0,358.0,1508224075495
306.0,359.0,1508224075516
306.0,0.0,1508224075542
305.0,359.0,1508224075563
304.0,359.0,1508224075583
304.0,359.0,1508224075604
304.0,2.0,1508224075643
306.0,1.0,1508224075663
306.0,1.0,1508224075685
305.0,0.0,1508224075716
303.0,0.0,1508224075749
304.0,0.0,1508224075770
304.0,359.0,1508224075791
306.0,359.0,1508224075820
306.0,357.0,1508224075852
304.0,358.0,1508224075873
304.0,359.0,1508224075900
305.0,359.0,1508224075921
305.0,4.0,1508224075953
305.0,2.0,1508224075979
304.0,359.0,1508224076001
305.0,358.0,1508224076034
306.0,356.0,1508224076064
306.0,355.0,1508224076085
306.0,355.0,1508224076100
306.0,355.0,1508224076121
305.0,354.0,1508224076136
305.0,353.0,1508224076157
306.0,352.0,1508224076178
307.0,352.0,1508224076199
306.0,354.0,1508224076219
305.0,354.0,1508224076246
305.0,353.0,1508224076274
307.0,354.0,1508224076294
306.0,353.0,1508224076323
306.0,354.0,1508224076345
306.0,355.0,1508224076369
305.0,355.0,1508224076390
306.0,355.0,1508224076412
306.0,355.0,1508224076444
305.0,354.0,1508224076465
305.0,355.0,1508224076491
305.0,354.0,1508224076519
306.0,354.0,1508224076555
305.0,354.0,1508224076581
305.0,355.0,1508224076612
306.0,354.0,1508224076633
306.0,354.0,1508224076654
306.0,354.0,1508224076685
305.0,356.0,1508224076701
305.0,355.0,1508224076728
307.0,354.0,1508224076749
306.0,352.0,1508224076766
305.0,353.0,1508224076781
304.0,355.0,1508224076798
304.0,356.0,1508224076819
304.0,355.0,1508224076841
305.0,355.0,1508224076858
306.0,354.0,1508224076878
306.0,354.0,1508224076899
303.0,355.0,1508224076925
304.0,356.0,1508224076941
306.0,356.0,1508224076956
306.0,355.0,1508224076977
306.0,355.0,1508224077003
306.0,355.0,1508224077023
305.0,354.0,1508224077050
306.0,355.0,1508224077078
305.0,355.0,1508224077110
306.0,354.0,1508224077141
306.0,354.0,1508224077163
305.0,355.0,1508224077184
304.0,355.0,1508224077213
305.0,356.0,1508224077234
306.0,356.0,1508224077257
306.0,355.0,1508224077278
305.0,355.0,1508224077304
304.0,355.0,1508224077325
305.0,354.0,1508224077372
305.0,355.0,1508224077398
305.0,357.0,1508224077424
304.0,358.0,1508224077451
304.0,357.0,1508224077472
305.0,356.0,1508224077488
306.0,355.0,1508224077504
306.0,355.0,1508224077524
306.0,355.0,1508224077541
306.0,356.0,1508224077561
305.0,356.0,1508224077588
306.0,355.0,1508224077614
306.0,354.0,1508224077636
305.0,355.0,1508224077663
306.0,356.0,1508224077685
306.0,355.0,1508224077701
306.0,356.0,1508224077722
305.0,356.0,1508224077744
305.0,356.0,1508224077765
305.0,356.0,1508224077785
305.0,356.0,1508224077802
305.0,356.0,1508224077823
305.0,356.0,1508224077850
304.0,356.0,1508224077877
304.0,356.0,1508224077898
305.0,355.0,1508224077919
305.0,356.0,1508224077945
306.0,357.0,1508224077968
305.0,357.0,1508224078000
305.0,358.0,1508224078031
